candidate,baseline,relevant_property,property_label,sharpness,baseline_model_mean,candidate_model_mean,baseline_signed_residual,candidate_signed_residual,baseline_abs_residual,candidate_abs_residual,abs_residual_reduction,signed_residual_change,pair
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,both,brdc_like_both_properties,blurred,0.6805759,0.6804591,-0.065026100313783,-0.0651429254175428,0.065026100313783,0.0651429254175428,-0.00011682510375979338,-0.00011682510375979338,production_anchor_reliabilitybackup_orderplan_logalpha_semantics_incremental
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,both,brdc_like_both_properties,sharp,0.68715906,0.68709886,-0.0167607999948674,-0.0168210006860906,0.0167607999948674,0.0168210006860906,-6.020069122320004e-05,-6.020069122320004e-05,production_anchor_reliabilitybackup_orderplan_logalpha_semantics_incremental
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,first,erdc_like_first_property,blurred,0.7280656,0.7281117,-0.0723564095419208,-0.0723103351515094,0.0723564095419208,0.0723103351515094,4.607439041139083e-05,4.607439041139083e-05,production_anchor_reliabilitybackup_orderplan_logalpha_semantics_incremental
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,first,erdc_like_first_property,sharp,0.74951404,0.7495096,-0.0934912302647512,-0.0934957006131094,0.0934912302647512,0.0934957006131094,-4.47034835819593e-06,-4.47034835819593e-06,production_anchor_reliabilitybackup_orderplan_logalpha_semantics_incremental
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,second,zrdc_like_second_property,blurred,0.63707733,0.63688266,0.0748161843853296,0.0746215156154932,0.0748161843853296,0.0746215156154932,0.00019466876983639803,-0.00019466876983639803,production_anchor_reliabilitybackup_orderplan_logalpha_semantics_incremental
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,second,zrdc_like_second_property,sharp,0.6464951,0.6462208,0.1030275020030719,0.1027532014278156,0.1030275020030719,0.1027532014278156,0.00027430057525629215,-0.00027430057525629215,production_anchor_reliabilitybackup_orderplan_logalpha_semantics_incremental
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,both,brdc_like_both_properties,blurred,0.690709,0.6805759,-0.0548930126787428,-0.065026100313783,0.0548930126787428,0.065026100313783,-0.0101330876350402,-0.0101330876350402,production_anchor_reliabilitybackup_orderplan_logalpha_architecture_recursive
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,both,brdc_like_both_properties,sharp,0.6907462,0.68715906,-0.0131736732629949,-0.0167607999948674,0.0131736732629949,0.0167607999948674,-0.0035871267318724996,-0.0035871267318724996,production_anchor_reliabilitybackup_orderplan_logalpha_architecture_recursive
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,first,erdc_like_first_property,blurred,0.72330934,0.7280656,-0.0771126813810626,-0.0723564095419208,0.0771126813810626,0.0723564095419208,0.004756271839141804,0.004756271839141804,production_anchor_reliabilitybackup_orderplan_logalpha_architecture_recursive
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,first,erdc_like_first_property,sharp,0.7235541,0.74951404,-0.1194511988316457,-0.0934912302647512,0.1194511988316457,0.0934912302647512,0.025959968566894503,0.025959968566894503,production_anchor_reliabilitybackup_orderplan_logalpha_architecture_recursive
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,second,zrdc_like_second_property,blurred,0.63027304,0.63707733,0.0680118969517054,0.0748161843853296,0.0680118969517054,0.0748161843853296,-0.006804287433624198,0.006804287433624198,production_anchor_reliabilitybackup_orderplan_logalpha_architecture_recursive
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_rec,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,second,zrdc_like_second_property,sharp,0.6301166,0.6464951,0.0866489800838214,0.1030275020030719,0.0866489800838214,0.1030275020030719,-0.016378521919250502,0.016378521919250502,production_anchor_reliabilitybackup_orderplan_logalpha_architecture_recursive
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,both,brdc_like_both_properties,blurred,0.6907703,0.6804591,-0.0548316794992689,-0.0651429254175428,0.0548316794992689,0.0651429254175428,-0.010311245918273898,-0.010311245918273898,production_anchor_reliabilitybackup_orderplan_logalpha_architecture_static
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,both,brdc_like_both_properties,sharp,0.6908236,0.68709886,-0.0130962468294316,-0.0168210006860906,0.0130962468294316,0.0168210006860906,-0.0037247538566589997,-0.0037247538566589997,production_anchor_reliabilitybackup_orderplan_logalpha_architecture_static
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,first,erdc_like_first_property,blurred,0.72331715,0.7281117,-0.077104873172597,-0.0723103351515094,0.077104873172597,0.0723103351515094,0.004794538021087591,0.004794538021087591,production_anchor_reliabilitybackup_orderplan_logalpha_architecture_static
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,first,erdc_like_first_property,sharp,0.72354573,0.7495096,-0.1194595434819143,-0.0934957006131094,0.1194595434819143,0.0934957006131094,0.025963842868804904,0.025963842868804904,production_anchor_reliabilitybackup_orderplan_logalpha_architecture_static
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,second,zrdc_like_second_property,blurred,0.6303734,0.63688266,0.0681122711735071,0.0746215156154932,0.0681122711735071,0.0746215156154932,-0.006509244441986098,0.006509244441986098,production_anchor_reliabilitybackup_orderplan_logalpha_architecture_static
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_inc_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,second,zrdc_like_second_property,sharp,0.6302065,0.6462208,0.0867389234927875,0.1027532014278156,0.0867389234927875,0.1027532014278156,-0.016014277935028104,0.016014277935028104,production_anchor_reliabilitybackup_orderplan_logalpha_architecture_static
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,both,brdc_like_both_properties,blurred,0.690709,0.6907703,-0.0548930126787428,-0.0548316794992689,0.0548930126787428,0.0548316794992689,6.133317947390471e-05,6.133317947390471e-05,production_anchor_reliabilitybackup_orderplan_logalpha_semantics_global
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,both,brdc_like_both_properties,sharp,0.6907462,0.6908236,-0.0131736732629949,-0.0130962468294316,0.0131736732629949,0.0130962468294316,7.742643356330008e-05,7.742643356330008e-05,production_anchor_reliabilitybackup_orderplan_logalpha_semantics_global
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,first,erdc_like_first_property,blurred,0.72330934,0.72331715,-0.0771126813810626,-0.077104873172597,0.0771126813810626,0.077104873172597,7.808208465603927e-06,7.808208465603927e-06,production_anchor_reliabilitybackup_orderplan_logalpha_semantics_global
production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_static,production_anchor_reliabilitybackup_orderplan_logalpha_2x2_glob_rec,first,erdc_like_first_property,sharp,0.7235541,0.72354573,-0.1194511988316457,-0.1194595434819143,0.1194511988316457,0.1194595434819143,-8.344650268596321e-06,-8.344650268596321e-06,production_anchor_reliabilitybackup_orderplan_logalpha_semantics_global
